s_p,s_n,cluster_label,cluster_type
673.0,-741.0,1,cluster_1
657.0,-433.0,1,cluster_1
724.0,-516.0,1,cluster_1
726.0,-691.0,1,cluster_1
782.0,-740.0,1,cluster_1
575.0,-704.0,1,cluster_1
627.0,-590.0,1,cluster_1
606.0,-719.0,1,cluster_1
583.0,-569.0,1,cluster_1
710.0,-685.0,1,cluster_1
643.0,-668.0,1,cluster_1
643.0,-597.0,1,cluster_1
714.0,-796.0,1,cluster_1
683.0,-755.0,1,cluster_1
773.0,-607.0,1,cluster_1
677.0,-715.0,1,cluster_1
729.0,-679.0,1,cluster_1
715.0,-762.0,1,cluster_1
709.0,-658.0,1,cluster_1
670.0,-732.0,1,cluster_1
716.0,-630.0,1,cluster_1
700.0,-562.0,1,cluster_1
729.0,-701.0,1,cluster_1
549.0,-624.0,1,cluster_1
669.0,-705.0,1,cluster_1
895.0,-797.0,1,cluster_1
755.0,-676.0,1,cluster_1
718.0,-518.0,1,cluster_1
673.0,-714.0,1,cluster_1
815.0,-716.0,1,cluster_1
666.0,-814.0,1,cluster_1
734.0,-638.0,1,cluster_1
761.0,-582.0,1,cluster_1
703.0,-741.0,1,cluster_1
647.0,-719.0,1,cluster_1
751.0,-509.0,1,cluster_1
630.0,-564.0,1,cluster_1
756.0,-529.0,1,cluster_1
749.0,-686.0,1,cluster_1
663.0,-769.0,1,cluster_1
732.0,-429.0,1,cluster_1
461.0,-624.0,1,cluster_1
775.0,-797.0,1,cluster_1
787.0,-725.0,1,cluster_1
640.0,-568.0,1,cluster_1
812.0,-758.0,1,cluster_1
686.0,-692.0,1,cluster_1
687.0,-746.0,1,cluster_1
779.0,-713.0,1,cluster_1
619.0,-623.0,1,cluster_1
728.0,-515.0,1,cluster_1
756.0,-442.0,1,cluster_1
664.0,-643.0,1,cluster_1
767.0,-705.0,1,cluster_1
779.0,-708.0,1,cluster_1
865.0,-802.0,1,cluster_1
666.0,-626.0,1,cluster_1
684.0,-420.0,1,cluster_1
596.0,-535.0,1,cluster_1
744.0,-649.0,1,cluster_1
710.0,-727.0,1,cluster_1
771.0,-509.0,1,cluster_1
730.0,-710.0,1,cluster_1
505.0,-552.0,1,cluster_1
723.0,-692.0,1,cluster_1
609.0,-671.0,1,cluster_1
819.0,-802.0,1,cluster_1
670.0,-344.0,1,cluster_1
783.0,-685.0,1,cluster_1
655.0,-693.0,1,cluster_1
819.0,-784.0,1,cluster_1
833.0,-494.0,1,cluster_1
680.0,-509.0,1,cluster_1
580.0,-414.0,1,cluster_1
744.0,-791.0,1,cluster_1
574.0,-698.0,1,cluster_1
743.0,-662.0,1,cluster_1
824.0,-622.0,1,cluster_1
716.0,-633.0,1,cluster_1
686.0,-567.0,1,cluster_1
699.0,-689.0,1,cluster_1
746.0,-639.0,1,cluster_1
740.0,-744.0,1,cluster_1
767.0,-692.0,1,cluster_1
745.0,-676.0,1,cluster_1
767.0,-576.0,1,cluster_1
576.0,-733.0,1,cluster_1
680.0,-613.0,1,cluster_1
661.0,-681.0,1,cluster_1
747.0,-601.0,1,cluster_1
547.0,-547.0,1,cluster_1
746.0,-649.0,1,cluster_1
645.0,-759.0,1,cluster_1
587.0,-275.0,1,cluster_1
711.0,-710.0,1,cluster_1
828.0,-796.0,1,cluster_1
714.0,-702.0,1,cluster_1
686.0,-568.0,1,cluster_1
743.0,-765.0,1,cluster_1
809.0,-693.0,1,cluster_1
685.0,-682.0,1,cluster_1
835.0,-819.0,1,cluster_1
759.0,-665.0,1,cluster_1
662.0,-632.0,1,cluster_1
669.0,-742.0,1,cluster_1
622.0,-736.0,1,cluster_1
687.0,-678.0,1,cluster_1
770.0,-650.0,1,cluster_1
727.0,-738.0,1,cluster_1
448.0,-576.0,1,cluster_1
676.0,-394.0,1,cluster_1
661.0,-546.0,1,cluster_1
704.0,-726.0,1,cluster_1
686.0,-746.0,1,cluster_1
745.0,-723.0,1,cluster_1
681.0,-759.0,1,cluster_1
786.0,-663.0,1,cluster_1
676.0,-424.0,1,cluster_1
753.0,-746.0,1,cluster_1
659.0,-691.0,1,cluster_1
664.0,-366.0,1,cluster_1
733.0,-652.0,1,cluster_1
754.0,-603.0,1,cluster_1
777.0,-591.0,1,cluster_1
527.0,-501.0,1,cluster_1
682.0,-790.0,1,cluster_1
776.0,-730.0,1,cluster_1
656.0,-536.0,1,cluster_1
647.0,-308.0,1,cluster_1
694.0,-766.0,1,cluster_1
738.0,-648.0,1,cluster_1
595.0,-677.0,1,cluster_1
704.0,-314.0,1,cluster_1
719.0,-653.0,1,cluster_1
727.0,-667.0,1,cluster_1
798.0,-797.0,1,cluster_1
762.0,-698.0,1,cluster_1
774.0,-704.0,1,cluster_1
718.0,-727.0,1,cluster_1
618.0,-591.0,1,cluster_1
803.0,-463.0,1,cluster_1
697.0,-708.0,1,cluster_1
697.0,-744.0,1,cluster_1
435.0,-379.0,1,cluster_1
632.0,-483.0,1,cluster_1
860.0,-471.0,1,cluster_1
789.0,-324.0,1,cluster_1
510.0,-417.0,1,cluster_1
685.0,-546.0,1,cluster_1
668.0,-429.0,1,cluster_1
821.0,-420.0,1,cluster_1
524.0,-373.0,1,cluster_1
702.0,-432.0,1,cluster_1
775.0,-783.0,1,cluster_1
609.0,-591.0,1,cluster_1
648.0,-560.0,1,cluster_1
810.0,-455.0,1,cluster_1
858.0,-587.0,1,cluster_1
611.0,-302.0,1,cluster_1
644.0,-442.0,1,cluster_1
731.0,-740.0,1,cluster_1
694.0,-487.0,1,cluster_1
600.0,-307.0,1,cluster_1
636.0,-568.0,1,cluster_1
742.0,-449.0,1,cluster_1
750.0,-467.0,1,cluster_1
782.0,-752.0,1,cluster_1
608.0,-844.0,1,cluster_1
726.0,-450.0,1,cluster_1
654.0,-429.0,1,cluster_1
733.0,-585.0,1,cluster_1
565.0,-311.0,1,cluster_1
620.0,-298.0,1,cluster_1
734.0,-742.0,1,cluster_1
828.0,-734.0,1,cluster_1
647.0,-821.0,1,cluster_1
518.0,-383.0,1,cluster_1
542.0,-473.0,1,cluster_1
724.0,-470.0,1,cluster_1
563.0,-605.0,1,cluster_1
498.0,-448.0,1,cluster_1
824.0,-595.0,1,cluster_1
653.0,-695.0,1,cluster_1
754.0,-488.0,1,cluster_1
662.0,-310.0,1,cluster_1
658.0,-269.0,1,cluster_1
691.0,-711.0,1,cluster_1
766.0,-361.0,1,cluster_1
601.0,-515.0,1,cluster_1
743.0,-532.0,1,cluster_1
367.0,-538.0,1,cluster_1
743.0,-609.0,1,cluster_1
672.0,-364.0,1,cluster_1
309.0,-447.0,1,cluster_1
477.0,-382.0,1,cluster_1
629.0,-318.0,1,cluster_1
799.0,-753.0,1,cluster_1
522.0,-438.0,1,cluster_1
674.0,-576.0,1,cluster_1
715.0,-603.0,1,cluster_1
742.0,-403.0,1,cluster_1
732.0,-501.0,1,cluster_1
700.0,-469.0,1,cluster_1
441.0,-529.0,1,cluster_1
550.0,-366.0,1,cluster_1
679.0,-385.0,1,cluster_1
679.0,-438.0,1,cluster_1
630.0,-276.0,1,cluster_1
347.0,-440.0,1,cluster_1
709.0,-416.0,1,cluster_1
702.0,-676.0,1,cluster_1
734.0,-562.0,1,cluster_1
618.0,-438.0,1,cluster_1
757.0,-514.0,1,cluster_1
568.0,-435.0,1,cluster_1
642.0,-437.0,1,cluster_1
314.0,-410.0,1,cluster_1
714.0,-380.0,1,cluster_1
687.0,-642.0,1,cluster_1
593.0,-466.0,1,cluster_1
647.0,-585.0,1,cluster_1
660.0,-657.0,1,cluster_1
730.0,-438.0,1,cluster_1
500.0,-265.0,1,cluster_1
670.0,-266.0,1,cluster_1
777.0,-857.0,1,cluster_1
365.0,-357.0,1,cluster_1
684.0,-679.0,1,cluster_1
663.0,-632.0,1,cluster_1
747.0,-401.0,1,cluster_1
670.0,-271.0,1,cluster_1
699.0,-262.0,1,cluster_1
455.0,-364.0,1,cluster_1
604.0,-352.0,1,cluster_1
790.0,-271.0,1,cluster_1
705.0,-486.0,1,cluster_1
828.0,-417.0,1,cluster_1
688.0,-518.0,1,cluster_1
671.0,-568.0,1,cluster_1
630.0,-754.0,1,cluster_1
680.0,-571.0,1,cluster_1
795.0,-358.0,1,cluster_1
595.0,-496.0,1,cluster_1
661.0,-422.0,1,cluster_1
627.0,-351.0,1,cluster_1
580.0,-337.0,1,cluster_1
759.0,-429.0,1,cluster_1
771.0,-442.0,1,cluster_1
634.0,-711.0,1,cluster_1
497.0,-756.0,1,cluster_1
497.0,-426.0,1,cluster_1
610.0,-572.0,1,cluster_1
864.0,-374.0,1,cluster_1
783.0,-592.0,1,cluster_1
687.0,-290.0,1,cluster_1
681.0,-369.0,1,cluster_1
648.0,-472.0,1,cluster_1
718.0,-518.0,1,cluster_1
718.0,-579.0,1,cluster_1
761.0,-361.0,1,cluster_1
553.0,-333.0,1,cluster_1
794.0,-718.0,1,cluster_1
785.0,-530.0,1,cluster_1
613.0,-416.0,1,cluster_1
598.0,-722.0,1,cluster_1
703.0,-461.0,1,cluster_1
762.0,-377.0,1,cluster_1
812.0,-365.0,1,cluster_1
755.0,-373.0,1,cluster_1
500.0,-397.0,1,cluster_1
694.0,-719.0,1,cluster_1
845.0,-387.0,1,cluster_1
724.0,-343.0,1,cluster_1
741.0,-617.0,1,cluster_1
633.0,-503.0,1,cluster_1
682.0,-406.0,1,cluster_1
763.0,-409.0,1,cluster_1
767.0,-397.0,1,cluster_1
727.0,-482.0,1,cluster_1
693.0,-402.0,1,cluster_1
657.0,-252.0,1,cluster_1
661.0,-326.0,1,cluster_1
707.0,-428.0,1,cluster_1
607.0,-280.0,1,cluster_1
755.0,-567.0,1,cluster_1
652.0,-393.0,1,cluster_1
683.0,-749.0,1,cluster_1
657.0,-415.0,1,cluster_1
690.0,-567.0,1,cluster_1
611.0,-553.0,1,cluster_1
630.0,-358.0,1,cluster_1
579.0,-399.0,1,cluster_1
712.0,-544.0,1,cluster_1
583.0,-524.0,1,cluster_1
630.0,-491.0,1,cluster_1
629.0,-544.0,1,cluster_1
654.0,-400.0,1,cluster_1
701.0,-627.0,1,cluster_1
706.0,-504.0,1,cluster_1
728.0,-610.0,1,cluster_1
589.0,-592.0,1,cluster_1
552.0,-389.0,1,cluster_1
646.0,-689.0,1,cluster_1
785.0,-350.0,1,cluster_1
675.0,-503.0,1,cluster_1
683.0,-651.0,1,cluster_1
670.0,-500.0,1,cluster_1
646.0,-420.0,1,cluster_1
862.0,-542.0,1,cluster_1
314.0,-276.0,1,cluster_1
661.0,-512.0,1,cluster_1
740.0,-490.0,1,cluster_1
733.0,-595.0,1,cluster_1
713.0,-355.0,1,cluster_1
644.0,-544.0,1,cluster_1
853.0,-370.0,1,cluster_1
874.0,-329.0,1,cluster_1
751.0,-424.0,1,cluster_1
757.0,-385.0,1,cluster_1
744.0,-558.0,1,cluster_1
731.0,-424.0,1,cluster_1
724.0,-432.0,1,cluster_1
721.0,-734.0,1,cluster_1
719.0,-430.0,1,cluster_1
755.0,-465.0,1,cluster_1
521.0,-481.0,1,cluster_1
556.0,-728.0,1,cluster_1
655.0,-456.0,1,cluster_1
744.0,-420.0,1,cluster_1
660.0,-469.0,1,cluster_1
801.0,-490.0,1,cluster_1
562.0,-530.0,1,cluster_1
724.0,-390.0,1,cluster_1
583.0,-361.0,1,cluster_1
743.0,-395.0,1,cluster_1
623.0,-409.0,1,cluster_1
673.0,-385.0,1,cluster_1
698.0,-331.0,1,cluster_1
713.0,-386.0,1,cluster_1
768.0,-399.0,1,cluster_1
867.0,-393.0,1,cluster_1
799.0,-760.0,1,cluster_1
783.0,-404.0,1,cluster_1
892.0,-433.0,1,cluster_1
518.0,-847.0,1,cluster_1
744.0,-613.0,1,cluster_1
504.0,-415.0,1,cluster_1
504.0,-560.0,1,cluster_1
710.0,-545.0,1,cluster_1
634.0,-330.0,1,cluster_1
698.0,-385.0,1,cluster_1
749.0,-466.0,1,cluster_1
688.0,-596.0,1,cluster_1
555.0,-845.0,1,cluster_1
802.0,-700.0,1,cluster_1
727.0,-374.0,1,cluster_1
697.0,-690.0,1,cluster_1
755.0,-717.0,1,cluster_1
728.0,-402.0,1,cluster_1
714.0,-330.0,1,cluster_1
686.0,-372.0,1,cluster_1
707.0,-600.0,1,cluster_1
740.0,-304.0,1,cluster_1
733.0,-413.0,1,cluster_1
720.0,-380.0,1,cluster_1
761.0,-608.0,1,cluster_1
769.0,-419.0,1,cluster_1
801.0,-389.0,1,cluster_1
757.0,-576.0,1,cluster_1
661.0,-338.0,1,cluster_1
676.0,-722.0,1,cluster_1
717.0,-643.0,1,cluster_1
756.0,-365.0,1,cluster_1
742.0,-384.0,1,cluster_1
823.0,-798.0,1,cluster_1
635.0,-486.0,1,cluster_1
787.0,-571.0,1,cluster_1
629.0,-301.0,1,cluster_1
644.0,-582.0,1,cluster_1
774.0,-468.0,1,cluster_1
811.0,-393.0,1,cluster_1
727.0,-395.0,1,cluster_1
725.0,-721.0,1,cluster_1
777.0,-400.0,1,cluster_1
736.0,-415.0,1,cluster_1
754.0,-753.0,1,cluster_1
814.0,-779.0,1,cluster_1
650.0,-351.0,1,cluster_1
653.0,-642.0,1,cluster_1
804.0,-605.0,1,cluster_1
464.0,-406.0,1,cluster_1
704.0,-551.0,1,cluster_1
812.0,-454.0,1,cluster_1
697.0,-419.0,1,cluster_1
610.0,-433.0,1,cluster_1
756.0,-367.0,1,cluster_1
444.0,-567.0,1,cluster_1
601.0,-365.0,1,cluster_1
715.0,-573.0,1,cluster_1
722.0,-428.0,1,cluster_1
732.0,-608.0,1,cluster_1
849.0,-633.0,1,cluster_1
765.0,-394.0,1,cluster_1
672.0,-563.0,1,cluster_1
693.0,-561.0,1,cluster_1
663.0,-350.0,1,cluster_1
791.0,-605.0,1,cluster_1
737.0,-590.0,1,cluster_1
495.0,-366.0,1,cluster_1
751.0,-406.0,1,cluster_1
536.0,-547.0,1,cluster_1
670.0,-735.0,1,cluster_1
628.0,-574.0,1,cluster_1
717.0,-753.0,1,cluster_1
618.0,-543.0,1,cluster_1
659.0,-364.0,1,cluster_1
651.0,-378.0,1,cluster_1
916.0,-349.0,1,cluster_1
595.0,-457.0,1,cluster_1
642.0,-409.0,1,cluster_1
602.0,-380.0,1,cluster_1
709.0,-474.0,1,cluster_1
735.0,-424.0,1,cluster_1
650.0,-430.0,1,cluster_1
523.0,-631.0,1,cluster_1
779.0,-511.0,1,cluster_1
678.0,-724.0,1,cluster_1
861.0,-459.0,1,cluster_1
806.0,-591.0,1,cluster_1
749.0,-615.0,1,cluster_1
614.0,-626.0,1,cluster_1
612.0,-691.0,1,cluster_1
760.0,-707.0,1,cluster_1
810.0,-407.0,1,cluster_1
675.0,-586.0,1,cluster_1
719.0,-722.0,1,cluster_1
778.0,-689.0,1,cluster_1
626.0,-669.0,1,cluster_1
724.0,-676.0,1,cluster_1
824.0,-412.0,1,cluster_1
838.0,-394.0,1,cluster_1
883.0,-417.0,1,cluster_1
800.0,-389.0,1,cluster_1
749.0,-422.0,1,cluster_1
772.0,-596.0,1,cluster_1
729.0,-685.0,1,cluster_1
709.0,-737.0,1,cluster_1
794.0,-727.0,1,cluster_1
767.0,-587.0,1,cluster_1
745.0,-503.0,1,cluster_1
754.0,-505.0,1,cluster_1
486.0,-507.0,1,cluster_1
593.0,-438.0,1,cluster_1
777.0,-417.0,1,cluster_1
759.0,-452.0,1,cluster_1
494.0,-449.0,1,cluster_1
564.0,-361.0,1,cluster_1
764.0,-615.0,1,cluster_1
849.0,-401.0,1,cluster_1
761.0,-485.0,1,cluster_1
758.0,-662.0,1,cluster_1
767.0,-611.0,1,cluster_1
437.0,-505.0,1,cluster_1
795.0,-597.0,1,cluster_1
787.0,-402.0,1,cluster_1
798.0,-399.0,1,cluster_1
740.0,-424.0,1,cluster_1
701.0,-403.0,1,cluster_1
693.0,-685.0,1,cluster_1
808.0,-598.0,1,cluster_1
728.0,-678.0,1,cluster_1
714.0,-440.0,1,cluster_1
783.0,-428.0,1,cluster_1
773.0,-456.0,1,cluster_1
767.0,-411.0,1,cluster_1
639.0,-710.0,1,cluster_1
777.0,-385.0,1,cluster_1
698.0,-397.0,1,cluster_1
825.0,-708.0,1,cluster_1
783.0,-431.0,1,cluster_1
751.0,-403.0,1,cluster_1
762.0,-657.0,1,cluster_1
813.0,-430.0,1,cluster_1
772.0,-676.0,1,cluster_1
699.0,-391.0,1,cluster_1
699.0,-542.0,1,cluster_1
766.0,-836.0,1,cluster_1
827.0,-782.0,1,cluster_1
786.0,-423.0,1,cluster_1
841.0,-776.0,1,cluster_1
768.0,-505.0,1,cluster_1
737.0,-709.0,1,cluster_1
783.0,-405.0,1,cluster_1
724.0,-609.0,1,cluster_1
704.0,-516.0,1,cluster_1
710.0,-619.0,1,cluster_1
774.0,-417.0,1,cluster_1
708.0,-399.0,1,cluster_1
839.0,-780.0,1,cluster_1
894.0,-381.0,1,cluster_1
690.0,-385.0,1,cluster_1
733.0,-534.0,1,cluster_1
643.0,-478.0,1,cluster_1
779.0,-380.0,1,cluster_1
830.0,-778.0,1,cluster_1
571.0,-667.0,1,cluster_1
737.0,-431.0,1,cluster_1
765.0,-437.0,1,cluster_1
556.0,-891.0,1,cluster_1
539.0,-409.0,1,cluster_1
825.0,-466.0,1,cluster_1
566.0,-512.0,1,cluster_1
757.0,-409.0,1,cluster_1
805.0,-370.0,1,cluster_1
682.0,-411.0,1,cluster_1
526.0,-508.0,1,cluster_1
539.0,-414.0,1,cluster_1
868.0,-422.0,1,cluster_1
616.0,-499.0,1,cluster_1
792.0,-500.0,1,cluster_1
575.0,-509.0,1,cluster_1
565.0,-462.0,1,cluster_1
711.0,-665.0,1,cluster_1
757.0,-416.0,1,cluster_1
836.0,-463.0,1,cluster_1
720.0,-549.0,1,cluster_1
768.0,-429.0,1,cluster_1
751.0,-405.0,1,cluster_1
822.0,-451.0,1,cluster_1
807.0,-608.0,1,cluster_1
822.0,-608.0,1,cluster_1
858.0,-422.0,1,cluster_1
751.0,-388.0,1,cluster_1
824.0,-424.0,1,cluster_1
811.0,-428.0,1,cluster_1
754.0,-467.0,1,cluster_1
793.0,-657.0,1,cluster_1
923.0,-555.0,1,cluster_1
821.0,-599.0,1,cluster_1
736.0,-459.0,1,cluster_1
760.0,-643.0,1,cluster_1
772.0,-432.0,1,cluster_1
795.0,-376.0,1,cluster_1
738.0,-382.0,1,cluster_1
728.0,-582.0,1,cluster_1
689.0,-417.0,1,cluster_1
780.0,-399.0,1,cluster_1
787.0,-552.0,1,cluster_1
787.0,-422.0,1,cluster_1
703.0,-427.0,1,cluster_1
735.0,-408.0,1,cluster_1
790.0,-406.0,1,cluster_1
758.0,-409.0,1,cluster_1
739.0,-416.0,1,cluster_1
754.0,-416.0,1,cluster_1
665.0,-509.0,1,cluster_1
547.0,-400.0,1,cluster_1
549.0,-422.0,1,cluster_1
672.0,-392.0,1,cluster_1
707.0,-636.0,1,cluster_1
777.0,-576.0,1,cluster_1
766.0,-744.0,1,cluster_1
782.0,-433.0,1,cluster_1
782.0,-425.0,1,cluster_1
844.0,-412.0,1,cluster_1
848.0,-442.0,1,cluster_1
801.0,-423.0,1,cluster_1
845.0,-488.0,1,cluster_1
604.0,-649.0,1,cluster_1
795.0,-449.0,1,cluster_1
617.0,-532.0,1,cluster_1
788.0,-665.0,1,cluster_1
732.0,-497.0,1,cluster_1
653.0,-422.0,1,cluster_1
720.0,-722.0,1,cluster_1
756.0,-424.0,1,cluster_1
662.0,-462.0,1,cluster_1
670.0,-584.0,1,cluster_1
640.0,-505.0,1,cluster_1
783.0,-407.0,1,cluster_1
745.0,-411.0,1,cluster_1
785.0,-412.0,1,cluster_1
735.0,-417.0,1,cluster_1
686.0,-507.0,1,cluster_1
765.0,-415.0,1,cluster_1
857.0,-455.0,1,cluster_1
714.0,-575.0,1,cluster_1
568.0,-585.0,1,cluster_1
843.0,-710.0,1,cluster_1
843.0,-740.0,1,cluster_1
642.0,-779.0,1,cluster_1
645.0,-694.0,1,cluster_1
684.0,-687.0,1,cluster_1
728.0,-724.0,1,cluster_1
646.0,-692.0,1,cluster_1
616.0,-529.0,1,cluster_1
606.0,-674.0,1,cluster_1
761.0,-819.0,1,cluster_1
762.0,-718.0,1,cluster_1
652.0,-546.0,1,cluster_1
673.0,-490.0,1,cluster_1
643.0,-736.0,1,cluster_1
682.0,-595.0,1,cluster_1
652.0,-752.0,1,cluster_1
624.0,-337.0,1,cluster_1
703.0,-676.0,1,cluster_1
741.0,-687.0,1,cluster_1
794.0,-741.0,1,cluster_1
619.0,-681.0,1,cluster_1
762.0,-653.0,1,cluster_1
400.0,-325.0,1,cluster_1
712.0,-645.0,1,cluster_1
649.0,-608.0,1,cluster_1
652.0,-673.0,1,cluster_1
674.0,-415.0,1,cluster_1
754.0,-467.0,1,cluster_1
686.0,-741.0,1,cluster_1
657.0,-724.0,1,cluster_1
783.0,-563.0,1,cluster_1
634.0,-619.0,1,cluster_1
625.0,-616.0,1,cluster_1
780.0,-728.0,1,cluster_1
659.0,-539.0,1,cluster_1
618.0,-474.0,1,cluster_1
618.0,-557.0,1,cluster_1
682.0,-806.0,1,cluster_1
760.0,-633.0,1,cluster_1
790.0,-779.0,1,cluster_1
697.0,-849.0,1,cluster_1
661.0,-660.0,1,cluster_1
649.0,-620.0,1,cluster_1
761.0,-660.0,1,cluster_1
648.0,-734.0,1,cluster_1
658.0,-576.0,1,cluster_1
674.0,-722.0,1,cluster_1
747.0,-655.0,1,cluster_1
770.0,-669.0,1,cluster_1
711.0,-758.0,1,cluster_1
748.0,-703.0,1,cluster_1
714.0,-627.0,1,cluster_1
595.0,-575.0,1,cluster_1
695.0,-756.0,1,cluster_1
599.0,-641.0,1,cluster_1
649.0,-765.0,1,cluster_1
767.0,-696.0,1,cluster_1
779.0,-491.0,1,cluster_1
749.0,-788.0,1,cluster_1
559.0,-370.0,1,cluster_1
632.0,-680.0,1,cluster_1
562.0,-681.0,1,cluster_1
756.0,-749.0,1,cluster_1
842.0,-293.0,1,cluster_1
797.0,-714.0,1,cluster_1
795.0,-687.0,1,cluster_1
756.0,-684.0,1,cluster_1
741.0,-530.0,1,cluster_1
772.0,-712.0,1,cluster_1
669.0,-681.0,1,cluster_1
805.0,-717.0,1,cluster_1
714.0,-606.0,1,cluster_1
768.0,-820.0,1,cluster_1
784.0,-477.0,1,cluster_1
664.0,-455.0,1,cluster_1
675.0,-706.0,1,cluster_1
687.0,-690.0,1,cluster_1
671.0,-644.0,1,cluster_1
837.0,-348.0,1,cluster_1
764.0,-408.0,1,cluster_1
632.0,-664.0,1,cluster_1
624.0,-712.0,1,cluster_1
708.0,-589.0,1,cluster_1
734.0,-722.0,1,cluster_1
303.0,-438.0,1,cluster_1
663.0,-618.0,1,cluster_1
749.0,-679.0,1,cluster_1
692.0,-645.0,1,cluster_1
755.0,-410.0,1,cluster_1
618.0,-482.0,1,cluster_1
497.0,-535.0,1,cluster_1
774.0,-508.0,1,cluster_1
671.0,-617.0,1,cluster_1
840.0,-413.0,1,cluster_1
758.0,-438.0,1,cluster_1
754.0,-419.0,1,cluster_1
758.0,-698.0,1,cluster_1
760.0,-431.0,1,cluster_1
725.0,-544.0,1,cluster_1
745.0,-701.0,1,cluster_1
675.0,-432.0,1,cluster_1
664.0,-623.0,1,cluster_1
764.0,-372.0,1,cluster_1
698.0,-416.0,1,cluster_1
702.0,-374.0,1,cluster_1
484.0,-399.0,1,cluster_1
614.0,-455.0,1,cluster_1
685.0,-525.0,1,cluster_1
576.0,-584.0,1,cluster_1
751.0,-461.0,1,cluster_1
933.0,-424.0,1,cluster_1
529.0,-449.0,1,cluster_1
778.0,-401.0,1,cluster_1
636.0,-754.0,1,cluster_1
752.0,-778.0,1,cluster_1
726.0,-626.0,1,cluster_1
814.0,-685.0,1,cluster_1
633.0,-631.0,1,cluster_1
642.0,-730.0,1,cluster_1
556.0,-393.0,1,cluster_1
522.0,-544.0,1,cluster_1
693.0,-645.0,1,cluster_1
750.0,-511.0,1,cluster_1
552.0,-523.0,1,cluster_1
754.0,-673.0,1,cluster_1
806.0,-698.0,1,cluster_1
707.0,-393.0,1,cluster_1
616.0,-572.0,1,cluster_1
727.0,-491.0,1,cluster_1
702.0,-702.0,1,cluster_1
711.0,-513.0,1,cluster_1
714.0,-451.0,1,cluster_1
706.0,-576.0,1,cluster_1
675.0,-528.0,1,cluster_1
738.0,-696.0,1,cluster_1
455.0,-501.0,1,cluster_1
501.0,-525.0,1,cluster_1
562.0,-495.0,1,cluster_1
583.0,-503.0,1,cluster_1
810.0,-663.0,1,cluster_1
642.0,-616.0,1,cluster_1
844.0,-840.0,1,cluster_1
767.0,-513.0,1,cluster_1
772.0,-546.0,1,cluster_1
746.0,-720.0,1,cluster_1
863.0,-751.0,1,cluster_1
768.0,-615.0,1,cluster_1
678.0,-508.0,1,cluster_1
719.0,-592.0,1,cluster_1
797.0,-416.0,1,cluster_1
679.0,-693.0,1,cluster_1
704.0,-591.0,1,cluster_1
669.0,-740.0,1,cluster_1
603.0,-550.0,1,cluster_1
709.0,-524.0,1,cluster_1
428.0,-412.0,1,cluster_1
583.0,-525.0,1,cluster_1
752.0,-728.0,1,cluster_1
574.0,-490.0,1,cluster_1
677.0,-682.0,1,cluster_1
677.0,-642.0,1,cluster_1
790.0,-644.0,1,cluster_1
756.0,-417.0,1,cluster_1
937.0,-541.0,1,cluster_1
784.0,-530.0,1,cluster_1
735.0,-387.0,1,cluster_1
791.0,-511.0,1,cluster_1
698.0,-604.0,1,cluster_1
741.0,-745.0,1,cluster_1
849.0,-438.0,1,cluster_1
714.0,-403.0,1,cluster_1
750.0,-566.0,1,cluster_1
674.0,-524.0,1,cluster_1
637.0,-374.0,1,cluster_1
694.0,-687.0,1,cluster_1
771.0,-733.0,1,cluster_1
532.0,-633.0,1,cluster_1
770.0,-480.0,1,cluster_1
714.0,-771.0,1,cluster_1
823.0,-351.0,1,cluster_1
864.0,-618.0,1,cluster_1
794.0,-714.0,1,cluster_1
642.0,-433.0,1,cluster_1
720.0,-649.0,1,cluster_1
841.0,-410.0,1,cluster_1
758.0,-806.0,1,cluster_1
768.0,-547.0,1,cluster_1
660.0,-497.0,1,cluster_1
519.0,-435.0,1,cluster_1
810.0,-412.0,1,cluster_1
563.0,-490.0,1,cluster_1
747.0,-719.0,1,cluster_1
763.0,-347.0,1,cluster_1
698.0,-595.0,1,cluster_1
628.0,-677.0,1,cluster_1
509.0,-570.0,1,cluster_1
651.0,-524.0,1,cluster_1
708.0,-681.0,1,cluster_1
803.0,-798.0,1,cluster_1
723.0,-584.0,1,cluster_1
720.0,-667.0,1,cluster_1
559.0,-385.0,1,cluster_1
691.0,-438.0,1,cluster_1
782.0,-426.0,1,cluster_1
661.0,-384.0,1,cluster_1
735.0,-435.0,1,cluster_1
812.0,-441.0,1,cluster_1
633.0,-644.0,1,cluster_1
772.0,-749.0,1,cluster_1
476.0,-623.0,1,cluster_1
717.0,-368.0,1,cluster_1
777.0,-423.0,1,cluster_1
716.0,-796.0,1,cluster_1
603.0,-783.0,1,cluster_1
514.0,-582.0,1,cluster_1
782.0,-796.0,1,cluster_1
677.0,-714.0,1,cluster_1
476.0,-663.0,1,cluster_1
676.0,-549.0,1,cluster_1
767.0,-366.0,1,cluster_1
712.0,-640.0,1,cluster_1
638.0,-721.0,1,cluster_1
671.0,-552.0,1,cluster_1
766.0,-687.0,1,cluster_1
620.0,-388.0,1,cluster_1
556.0,-495.0,1,cluster_1
772.0,-448.0,1,cluster_1
852.0,-875.0,1,cluster_1
768.0,-674.0,1,cluster_1
671.0,-651.0,1,cluster_1
673.0,-681.0,1,cluster_1
648.0,-400.0,1,cluster_1
791.0,-501.0,1,cluster_1
695.0,-678.0,1,cluster_1
